"821,095","CAVO DVI-D 2Mt Single Link LINDY 41281 M/M","5.5","15","0","2"," LINDY CAVETTERIA",""
"820,097","CAVO HDMI 1.4 3D LINDY 41111 19PIN High Speed M-M 1MT NERO EAN 4002888411110.","4.25","8","0","1"," LINDY CAVETTERIA",""
"820,099","CAVO HDMI 1.4 3D LINDY 41113 19PIN High Speed M-M 3MT NERO EAN: 4002888411134","6.1","25","0","2"," LINDY CAVETTERIA",""
"820,150","CAVO HDMI 1.4 3D LINDY 41114 19PIN High Speed M-M 5MT NERO/GRIGIO EAN: 4002888411141","11.85","2","0","2"," LINDY CAVETTERIA",""
"820,151","CAVO HDMI 1.4 3D LINDY 41116 19PIN High Speed M-M 10MT NERO EAN: 4002888411165","31.35","11","0","1"," LINDY CAVETTERIA",""
"820,162","CAVO HDMI CROMO LINDY 41404 M/M 5MT HIGHSPEED Tipo A (19poli)- EAN: 4002888414043","24.9","6","0","0"," LINDY CAVETTERIA",""
"820,175","CAVO HDMI LINDY 41395 19PIN M-M 1MT NERO HIGHSPEED con ETHERNET BASIC","2.6","44","0","3"," LINDY CAVETTERIA",""
"820,173","CAVO HDMI LINDY 41398 19PIN M-M 5MT NERO HIGHSPEED EAN: 4002888413985","5.25","22","0","2"," LINDY CAVETTERIA",""
"820,174","CAVO HDMI/Micro hdmi  CROMO LINDY 41682 M/M 2MT CROMO/NERO HIGHSPEED con connettori A/D -","10.75","9","0","1"," LINDY CAVETTERIA",""
"821,034","CAVO MONITOR SVGA M/F 2MT LINDY 37392 NERO 15Poli HD Maschio a 15Poli HD Femmina - EAN: 40","5.1","25","0","0"," LINDY CAVETTERIA",""
"821,037","CAVO MONITOR SVGA M/M 10MT LINDY 37377 NERO 15Poli HD  - EAN: 4002888373777","17.5","10","0","0"," LINDY CAVETTERIA",""
"821,065","CAVO MONITOR SVGA M/M 1MT LINDY 36372 NERO 15Poli HD - EAN: 4002888363723","3.99","37","0","1"," LINDY CAVETTERIA",""
"821,032","CAVO MONITOR SVGA M/M 2MT LINDY 37373 NERO 15Poli HD  - EAN: 4002888373739","5.1","24","0","10"," LINDY CAVETTERIA",""
"821,067","CAVO MONITOR SVGA M/M 3MT LINDY 36374 NERO 15Poli HD","6.25","19","0","0"," LINDY CAVETTERIA",""
"821,036","CAVO MONITOR SVGA M/M 3MT LINDY 37374 NERO 15Poli HD  - EAN: 4002888373746","6.25","6","0","0"," LINDY CAVETTERIA",""
"821,033","CAVO MONITOR SVGA M/M 5MT LINDY 37375 NERO 15Poli HD  - EAN: 4002888373753","10.3","41","0","0"," LINDY CAVETTERIA",""
"820,640","CAVO OTG USB2.0 Micro-B/A M/F 0.5Mt  LINDY 31935 NERO/ROSSO","2.7","50","0","8"," LINDY CAVETTERIA",""
"820,585","CAVO RETE CAT.5E FTP GRIGIO conn.RJ-45 2 MT LINDY 45873 - EAN:4002888458733","1.35","10","0","3"," LINDY CAVETTERIA",""
"820,610","CAVO RETE CAT.5E-FTP Schermato GRIGIO conn. RJ45 3MT LINDY 45874 - EAN:4002888458740","1.8","18","0","3"," LINDY CAVETTERIA",""
"820,602","CAVO RETE CAT.5E-UTP GRIGIO -NON SCHERMATO 0.50 MT LINDY 45961 - EAN:4002888459617","0.6","61","0","1"," LINDY CAVETTERIA",""
"820,617","CAVO RETE CAT.6 S/FTP GRIGIO conn. RJ45 1MT LINDY 47002 - EAN:4002888470025","1.45","94","0","0"," LINDY CAVETTERIA",""
"820,618","CAVO RETE CAT.6 S/FTP GRIGIO conn. RJ45 2MT LINDY 47003 - EAN:4002888470032","2","12","0","0"," LINDY CAVETTERIA",""
"820,619","CAVO RETE CAT.6 S/FTP GRIGIO conn. RJ45 3MT LINDY 47004 - EAN:4002888470049","2.5","20","0","1"," LINDY CAVETTERIA",""
"820,613","CAVO RETE CAT.6 UTP GRIGIO conn.RJ-45 10MT LINDY 45777 - EAN:4002888457774","5.75","21","0","7"," LINDY CAVETTERIA",""
"820,141","CAVO RETE CAT.6 UTP ROSSO conn.RJ-45 2MT LINDY 45803 - EAN:4002888458030","1.9","14","0","0"," LINDY CAVETTERIA",""
"821,071","CAVO RETE in MATASSA 305Mt CAT.5E FTP Schermato GRIGIO LINDY 12960 - EAN: 4002888129602","149","2","0","0"," LINDY CAVETTERIA",""
"821,097","CAVO Serial ATA 0.50m LINDY 33370 7poli M/M - ROSSO - EAN: 4002888333702","1.25","31","0","0"," LINDY CAVETTERIA",""
"898,826","CAVO USB2.0 RIAVVOLGIBILE 1Mt LINDY 31620 con attacco Lightning comp. con iPhone, iPad e i","16.5","20","0","0"," LINDY CAVETTERIA",""
"820,623","CONNETTORE RJ-45 MASCHIO UTP Cat.5e LINDY 62404 - conf. 10pcs - EAN: 4002888624046","1.8","235","0","1"," LINDY CAVETTERIA",""
"820,587","CONNETTORE RJ-45 MASCHIO UTP Cat.6 LINDY 62430 - conf. 10pcs - EAN: 4002888624305","2.4","1","0","0"," LINDY CAVETTERIA",""
"820,591","PINZA CRIMP UNIVERSALE per RJ-45 LINDY 43208 - EAN: 4002888432085","10.85","13","0","1"," LINDY CAVETTERIA",""
"820,771","PROLUNGA ALIMENTAZIONE IEC MONITOR/ COMPUTER/UPS F/M 2Mt LINDY 30326 -EAN: 4002888303262","2.5","35","0","0"," LINDY CAVETTERIA",""
"820,627","PROLUNGA ATTIVA USB2.0  5Mt  LINDY 42915 NERO connettore USB tipo A maschio/A femmina EAN:","10.35","10","0","0"," LINDY CAVETTERIA",""
"820,638","TESTER per CAVI RJ45/12/11/10 LINDY 43059 - EAN 4002888430593","12.4","24","0","1"," LINDY CAVETTERIA",""
"810,161","FLASH DRIVE USB2.0  8GB Toshiba - Hayabusa - Bianco - THNU08HAYWHT","3.2","1,780","0","0"," PEN DRIVE TOSHIBA",""
"810,162","FLASH DRIVE USB2.0 16GB Toshiba - Hayabusa - Bianco - THNU16HAYWHT","4.59","660","0","0"," PEN DRIVE TOSHIBA",""
"810,163","FLASH DRIVE USB2.0 32GB Toshiba - Hayabusa - Bianco - THNU32HAYWHT","9.49","300","0","0"," PEN DRIVE TOSHIBA",""
"810,164","FLASH DRIVE USB3.0  8GB Toshiba - Daichi - Nero - THNV08DAIBLK","3.89","839","0","1"," PEN DRIVE TOSHIBA",""
"810,165","FLASH DRIVE USB3.0 16GB Toshiba - Daichi - Nero - THNV16DAIBLK","5.49","260","0","0"," PEN DRIVE TOSHIBA",""
"25,917","SMARTPHONE APPLE IPHONE 6 MG472QL/A Grigio Siderale 4,7"" A8 16GB 8+1,2Mpx NFC iOS8","599.9","1","5","8"," SMARTPHONE APPLE",""
"25,918","SMARTPHONE APPLE IPHONE 6 MG482QL/A Argento 4,7"" A8 16GB 8+1,2Mpx NFC iOS8","599.9","1","5","6"," SMARTPHONE APPLE",""
"25,919","SMARTPHONE APPLE IPHONE 6 MG492QL/A Oro 4,7"" A8 16GB 8+1,2Mpx NFC iOS8","599.9","0","10","7"," SMARTPHONE APPLE",""
"25,914","SMARTPHONE APPLE IPHONE 6 MG4F2QL/A Grigio Siderale 4,7"" A8 64GB 8+1,2Mpx NFC iOS8","699.9","0","10","11"," SMARTPHONE APPLE",""
"25,916","SMARTPHONE APPLE IPHONE 6 MG4H2QL/A Argento 4,7"" A8 64GB 8+1,2Mpx NFC iOS8","699.9","0","10","2"," SMARTPHONE APPLE",""
"25,920","SMARTPHONE APPLE IPHONE 6 PLUS MGA82QL/A Grigio Siderale 5,5"" A8 16GB 8+1,2Mpx NFC iOS8","690.9","2","0","0"," SMARTPHONE APPLE",""
"16,551","SMARTPHONE BLUEGO DualSim-DS BG-G-559-K  Black 5,5""IPSQHD MKT6582-QC-1.3Ghz Ram1GB 8GB And","94.9","4","0","11"," SMARTPHONE BLUEGO",""
"16,552","SMARTPHONE BLUEGO DualSim-DS BG-G-559-W  White 5,5""IPSQHD MKT6582-QC-1.3Ghz Ram1GB 8GB And","94.9","3","0","3"," SMARTPHONE BLUEGO",""
"16,553","SMARTPHONE BLUEGO DualSim-DS BG-G-559T-K  Black 5,5""IPS HD MKT6592 Octa 1.7Ghz Ram2GB 16GB","139","9","0","10"," SMARTPHONE BLUEGO",""
"16,554","SMARTPHONE BLUEGO DualSim-DS BG-G-559T-W  White 5,5""IPS HD MKT6592 Octa 1.7Ghz Ram2GB 16GB","139","8","0","2"," SMARTPHONE BLUEGO",""
"16,400","SMARTPHONE BLUEGO DualSim-DS BG-G509-B Blu 5""IPSHD A7 QC 1.3Ghz Ram1GB/8GB And4.2 Cam2.0+8","130.9","3","0","1"," SMARTPHONE BLUEGO",""
"16,199","SMARTPHONE BLUEGO DualSim-DS BG-X-351 RUGGED Black 3.5""IPS A7 DC 1.3Ghz Ram512MB 4GB And4.","99.9","8","0","0"," SMARTPHONE BLUEGO",""
"14,105","SMARTPHONE LG G2 Mini BLACK LGD620R 4.7""IPS QC 1.2Ghz Ram1GB/8GB And4.4 Cam1.3+8.0 4G FM S","187.9","1","0","0"," SMARTPHONE LG",""
"14,106","SMARTPHONE LG G2 Mini WHITE LGD620R 4.7""IPS QC 1.2Ghz Ram1GB/8GB And4.4 Cam1.3+8.0 4G FM S","187.9","1","0","0"," SMARTPHONE LG",""
"14,101","SMARTPHONE LG G3 BLACK LGD855 5.5""IPSUHD QC 2.5Ghz Ram2GB/16GB And4.4 Cam2.1+13.0 4G FM Si","389","2","0","0"," SMARTPHONE LG",""
"14,100","SMARTPHONE LG G3 GOLD LGD855 5.5""IPSUHD QC 2.5Ghz Ram2GB/16GB And4.4 Cam2.1+13.0 4G FM Sia","389","4","0","0"," SMARTPHONE LG",""
"14,102","SMARTPHONE LG G3 WHITE LGD855 5.5""IPSUHD QC 2.5Ghz Ram2GB/16GB And4.4 Cam2.1+13.0 4G FM Si","389","3","0","0"," SMARTPHONE LG",""
"14,108","SMARTPHONE LG L80 WHITE LGD373EU 5""IPS DC 1.2Ghz Ram1GB/8GB And4.4 Cam0.3+8.0 FM SiaeInc","145.9","1","0","0"," SMARTPHONE LG",""
"5,328","SMARTPHONE PRESTIGIO DualSim-DS  PSP5507DUO Black 5.0"" IPS QC 1,2GHz RAM1GB 8GB 8.0+2Mpx A","117.9","38","0","1"," SMARTPHONE PRESTIGIO",""
"5,329","SMARTPHONE PRESTIGIO DualSim-DS  PSP5507DUO White 5.0"" IPS QC 1,2GHz RAM1GB 8GB 8.0+2Mpx A","117.9","53","0","1"," SMARTPHONE PRESTIGIO",""
"5,292","SMARTPHONE PRESTIGIO DualSim-DS 4G PSP3405DUO Black 4"" IPS MSM8916 QC 1,2GHz RAM512MB 4GB","88.9","9","0","0"," SMARTPHONE PRESTIGIO",""
"5,293","SMARTPHONE PRESTIGIO DualSim-DS 4G PSP3405DUO Metal 4"" IPS MSM8916 QC 1,2GHz RAM512MB 4GB","88.9","3","0","0"," SMARTPHONE PRESTIGIO",""
"5,324","SMARTPHONE PRESTIGIO DualSim-DS Grace X3 PSP3455DUO Blue 4.5"" IPS QC 1,3GHz RAM1GB 8GB 8.0","88.9","3","0","4"," SMARTPHONE PRESTIGIO",""
"5,327","SMARTPHONE PRESTIGIO DualSim-DS Grace X3 PSP3455DUO White 4.5"" IPS QC 1,3GHz RAM1GB 8GB 8.","88.9","5","0","6"," SMARTPHONE PRESTIGIO",""
"5,296","SMARTPHONE PRESTIGIO DualSim-DS PSP3502DUO Black 5"" IPS MT6582M QC 1,3GHz RAM512MB 4GB 8+0","81.9","5","0","1"," SMARTPHONE PRESTIGIO",""
"5,281","SMARTPHONE PRESTIGIO DualSim-DS PSP5453DUO Black 4.5"" IPS MT6582 QC 1,3GHz RAM1GB 8GB+mSD","88.9","2","0","0"," SMARTPHONE PRESTIGIO",""
"5,300","SMARTPHONE PRESTIGIO DualSim-DS PSP5453DUO Metal 4.5"" IPS MT6582 QC 1,3GHz RAM1GB 8GB+mSD","88.9","1","0","3"," SMARTPHONE PRESTIGIO",""
"5,282","SMARTPHONE PRESTIGIO DualSim-DS PSP5453DUO White 4.5"" IPS MT6582 QC 1,3GHz RAM1GB 8GB+mSD","88.9","3","0","1"," SMARTPHONE PRESTIGIO",""
"5,279","SMARTPHONE PRESTIGIO DualSim-DS PSP5504DUO Black 5"" IPS qHD MT6582M QC 1,3GHz RAM1GB 8GB+m","102.9","20","0","0"," SMARTPHONE PRESTIGIO",""
"5,301","SMARTPHONE PRESTIGIO DualSim-DS PSP5504DUO Metal 5"" IPS qHD MT6582M QC 1,3GHz RAM1GB 8GB+m","102.9","5","0","0"," SMARTPHONE PRESTIGIO",""
"5,280","SMARTPHONE PRESTIGIO DualSim-DS PSP5504DUO White 5"" IPS qHD MT6582M QC 1,3GHz RAM1GB 8GB+m","102.9","38","0","0"," SMARTPHONE PRESTIGIO",""
"5,286","SMARTPHONE PRESTIGIO DualSim-DS PSP5508DUO Metal 5"" IPS MT6592 Octa 1,7GHz RAM1GB 16GB 13+","174.9","14","0","0"," SMARTPHONE PRESTIGIO",""
"5,299","SMARTPHONE PRESTIGIO DualSim-DS PSP5550DUO Black 5.5"" IPS MT6582 QC 1,3GHz RAM1GB 8GB 13+2","124.9","18","0","2"," SMARTPHONE PRESTIGIO",""
"5,323","SMARTPHONE PRESTIGIO DualSim-DS PSP5550DUO Metal 5.5"" IPS MT6582 QC 1,3GHz RAM1GB 8GB 13+2","124.9","5","0","0"," SMARTPHONE PRESTIGIO",""
"2,645","SMARTPHONE SAMSUNG GALAXY A3 BLACK SM-A300FZKUITV 4.5"" RAM1.5GB 16GB 8+5.0Mpx And.4.4 Siae","205.9","0","5","0"," SMARTPHONE SAMSUNG",""
"2,644","SMARTPHONE SAMSUNG GALAXY A3 WHITE SM-A300FZWUITV 4.5"" RAM1.5GB 16GB 8+5.0Mpx And.4.4 Siae","205.9","1","0","0"," SMARTPHONE SAMSUNG",""
"2,643","SMARTPHONE SAMSUNG GALAXY A5 BLACK SM-A500FZKUITV 5"" RAM2GB 16GB 13+5.0Mpx And.4.4 SiaeInc","279.9","0","10","1"," SMARTPHONE SAMSUNG",""
"2,653","SMARTPHONE SAMSUNG GALAXY GRAND NEO BLACK GT-I9060MKIITV 5,0"" RAM8GB 5+2.0Mpx And.4.4 Siae","117.9","13","0","3"," SMARTPHONE SAMSUNG",""
"2,654","SMARTPHONE SAMSUNG GALAXY GRAND NEO WHITE GT-I9060ZWIITV 5,0"" RAM8GB 5+2.0Mpx And.4.4 Siae","117.9","6","20","2"," SMARTPHONE SAMSUNG",""
"2,639","SMARTPHONE SAMSUNG GALAXY S III NEO BLUE GT-I9301MBIITV 4.8"" RAM1.5GB 16GB 8+1.9Mpx And.4.","164.9","2","50","9"," SMARTPHONE SAMSUNG",""
"2,638","SMARTPHONE SAMSUNG GALAXY S III NEO WHITE GT-I9301RWIITV 4.8"" RAM1.5GB 16GB 8+1.9Mpx And.4","164.9","5","30","0"," SMARTPHONE SAMSUNG",""
"2,649","SMARTPHONE SAMSUNG GALAXY S6 BLACK SM-G920FZKAITV 5,1"" RAM3GB 32GB 16+5.0Mpx And.5.2 SiaeI","563","0","5","0"," SMARTPHONE SAMSUNG",""
"2,657","SMARTPHONE SAMSUNG GALAXY S6 EDGE BLACK  SM-G925FZKAITV 5,1"" RAM3GB 32GB 16+5.0Mpx And.5.0","678","0","5","1"," SMARTPHONE SAMSUNG",""
"2,656","SMARTPHONE SAMSUNG GALAXY S6 EDGE GOLD SM-G925FZDAITV 5,1"" RAM3GB 32GB 16+5.0Mpx And.5.0 S","678","0","5","1"," SMARTPHONE SAMSUNG",""
"2,655","SMARTPHONE SAMSUNG GALAXY S6 EDGE WHITE SM-G925FZWAITV 5,1"" RAM3GB 32GB 16+5.0Mpx And.5.0","678","0","5","1"," SMARTPHONE SAMSUNG",""
"2,650","SMARTPHONE SAMSUNG GALAXY S6 GOLD SM-G920FZDAITV 5,1"" RAM3GB 32GB 16+5.0Mpx And.5.2 SiaeIn","563","4","0","0"," SMARTPHONE SAMSUNG",""
"2,648","SMARTPHONE SAMSUNG GALAXY S6 WHITE SM-G920FZWAITV 5,1"" RAM3GB 32GB 16+5.0Mpx And.5.2 SiaeI","563","3","0","0"," SMARTPHONE SAMSUNG",""
"100,033","SMARTPHONE YASHI DualSim-DS YP5009 White  5"" IPS  Octa 1,7GHz RAM1GB 16GB mUSB 5+13Mpx And","143","1","0","1"," SMARTPHONE YASHI",""
"2,100","SMARTWATCH I'M WATCH BLACK IMWALB02C02 X SMARTPHONE/TABLET ANDROID-BLACKBERRY-IOS","178.9","1","0","0"," SMARTWACHT",""
"6,205","CARE PACK HP DESKTOP U6578A DX2200 DX2400 DX2450 HP3010  3 ANNI ON SITE NBD CARTACEO","38","121","120","6","ACCESSORI E CARE PACK HP",""
"47,334","REPLICATORE VIDEO WIFI MICROSOFT CG4-00012 x PC/Tablet/SmartP. Andr.4.2/Win8.1 comp. Mirac","43.26","6","0","0","ACCESSORI MICROSOFT HARDWARE",""
"18,104","ESTENSIONE DI GARANZIA MSI 956-AXXXXW-001 +1 anno (totale garanzia 3 anni) per tutti gli A","65.9","6","0","0","ACCESSORI PC MSI",""
"1,899","STAFFA VESA PER ALL-IN ONE MSI AIO WALL MOUNT 306-A612111-C22","21.2","2","0","0","ACCESSORI PC MSI",""
"101,023","STAFFA VESA PER ALL-IN ONE YASHI ACAY20 Venice/Florence","35","0","25","0","ACCESSORI PC YASHI",""
"811,590","CARD READER x SMART CARD ZUCCHETTI USB Nero  Z10-1102","6.98","167","0","3","ACCESSORI PC ZUCCHETTI",""
"811,591","CARD READER x SMART CARD/Sim ZUCCHETTI USB Nero Z10-1202","6.98","1","0","1","ACCESSORI PC ZUCCHETTI",""
"811,870","LUCCHETTO DI SICUREZZA x NB CON COMBINAZIONE ZUCCHETTI Z10-0104","2.49","20","0","0","ACCESSORI PC ZUCCHETTI",""
"894,205","SUPPORTO x PC MIDI-TOWER ZUCCHETTI Base Metallo con Ruote - Z10-1101","9.3","29","0","0","ACCESSORI PC ZUCCHETTI",""
"35,040","CUSTODIA PROTETTIVA TABLET ACER W500 LC.BAG0A.014 UPSELL CASE","18.75","1","0","0","ACCESSORI TABLET ACER",""
"39,148","ALIMENTATORE ASUS 1U 770W RPS CB MODULE 90-S00PW0130T Fino:31/12","99.9","2","0","0","ALIMENTATORI ASUS",""
"395,420","ALIMENTATORE ATX 1000W COOLERMASTER RSA00-AFBAG1-EU V Series 80+ Gols - 1FAN 13.5cm","183.57","5","0","1","ALIMENTATORI COOLERMASTER",""
"395,421","ALIMENTATORE ATX 1200W COOLERMASTER RSC00-AFBAG1-EU V Series 80+ Platinum - 1FAN","249.36","2","0","1","ALIMENTATORI COOLERMASTER",""
"395,470","ALIMENTATORE ATX 500W COOLERMASTER RS500-ACAAB1-EU Serie G 80Plus Linea Singola 12V - Gar.","50.97","16","0","0","ALIMENTATORI COOLERMASTER",""
"395,582","ALIMENTATORE ATX 500W COOLERMASTER RS500-ACABB1-EU B-Series Ver.2- Linea Singola 12V - Gar","43.97","44","0","2","ALIMENTATORI COOLERMASTER",""
"39,534","ALIMENTATORE ATX 500W passivo CoolerMaster Mod. B2 Series RS500-ACABB1-BU Singola Ventola","29.9","268","0","12","ALIMENTATORI COOLERMASTER",""
"39,570","ALIMENTATORE ATX 550W COOLERMASTER RS550-AMAAG1-EU Serie VS 80Plus Semi Modular - Gar. 3 a","90.59","9","0","0","ALIMENTATORI COOLERMASTER",""
"395,401","ALIMENTATORE ATX 600W COOLERMASTER RS600-ACAAB1-EU Serie G 80Plus Linea Singola 12V - Gar.","58.23","12","0","0","ALIMENTATORI COOLERMASTER",""
"395,583","ALIMENTATORE ATX 600W COOLERMASTER RS600-ACABB1-EU B-Series Ver.2 -  Linea Singola 12V - G","53.39","33","0","8","ALIMENTATORI COOLERMASTER",""
"39,566","ALIMENTATORE ATX 620W COOLERMASTER RS620-SPM2E3-EU Serie Silent Pro M II 80+Bronze - 1FAN","81.99","3","0","0","ALIMENTATORI COOLERMASTER",""
"39,572","ALIMENTATORE ATX 650W COOLERMASTER RS650-AMAAB1-EU Serie GM Modular - Gar. 3 anni","74.81","13","0","0","ALIMENTATORI COOLERMASTER",""
"39,571","ALIMENTATORE ATX 650W COOLERMASTER RS650-AMAAG1-EU Serie VS 80Plus Semi Modular - Gar. 3 a","100.24","13","0","0","ALIMENTATORI COOLERMASTER",""
"395,410","ALIMENTATORE ATX 700W COOLERMASTER RS700-ACAAB1-EU Serie G 80Plus Linea Singola 12V - Gar.","68.27","50","0","0","ALIMENTATORI COOLERMASTER",""
"395,584","ALIMENTATORE ATX 700W COOLERMASTER RS700-ACABB1-EU  B-Series Ver.2 - Linea Singola 12V - G","66.24","21","0","2","ALIMENTATORI COOLERMASTER",""
"39,573","ALIMENTATORE ATX 750W COOLERMASTER RS750-AMAAB1-EU Serie GM Modular - Gar. 3 anni","83.58","29","0","4","ALIMENTATORI COOLERMASTER",""
"39,575","ALIMENTATORE ATX 750W COOLERMASTER RS750-AMAAG1-EU Serie VS 80Plus Semi Modular - Gar. 3 a","109.89","5","0","0","ALIMENTATORI COOLERMASTER",""
"39,568","ALIMENTATORE ATX 850W COOLERMASTER RS850-AFBAG1-EU V-Series 80+Gold - 1FAN 135mm","157.26","9","0","2","ALIMENTATORI COOLERMASTER",""
"39,487","ALIMENTATORE ATX 1000 WATT CORSAIR CP-9020062-EU Enthusiast RM1000 80+Gold-Modulare","174.98","0","4","0","ALIMENTATORI CORSAIR",""
"39,470","ALIMENTATORE ATX 430 WATT CORSAIR CP-9020046-EU Builder CX 80+Bronze Linea Singola 12V - 3","44.98","19","0","0","ALIMENTATORI CORSAIR",""
"394,701","ALIMENTATORE ATX 450 WATT CORSAIR CP-9020096-EU VS450 80+White - 3 anni garanzia","34.98","0","30","6","ALIMENTATORI CORSAIR",""
"39,471","ALIMENTATORE ATX 500 WATT CORSAIR CP-9020047-EU Builder CX 80+Bronze Linea Singola 12V - 3","51.98","9","0","0","ALIMENTATORI CORSAIR",""
"39,480","ALIMENTATORE ATX 500 WATT CORSAIR CP-9020059-EU Builder CXM 80+Bronze -Modulare - 3 anni g","60.98","0","30","20","ALIMENTATORI CORSAIR",""
"394,702","ALIMENTATORE ATX 550 WATT CORSAIR CP-9020097-EU VS550 80+White - 3 anni garanzia Fino:31/0","42.98","15","0","5","ALIMENTATORI CORSAIR",""
"39,472","ALIMENTATORE ATX 600 WATT CORSAIR CP-9020048-EU Builder CX 80+Bronze Linea Singola 12V - 3","59.98","22","0","1","ALIMENTATORI CORSAIR",""
"39,481","ALIMENTATORE ATX 600 WATT CORSAIR CP-9020060-EU Builder CXM 80+Bronze -Modulare - 3 anni g","69.98","4","0","1","ALIMENTATORI CORSAIR",""
"39,613","ALIMENTATORE ATX 650 WATT CORSAIR CP-9020077-EU Builder CS650M 80+Gold -Modulare - 3 anni","79.98","23","0","1","ALIMENTATORI CORSAIR",""
"394,703","ALIMENTATORE ATX 650 WATT CORSAIR CP-9020098-EU VS650 80+White - 3 anni garanzia","56.98","0","30","1","ALIMENTATORI CORSAIR",""
"39,473","ALIMENTATORE ATX 750 WATT CORSAIR CP-9020015-EU Builder CX 80+Bronze Linea Singola 12V - 3","84.98","3","0","0","ALIMENTATORI CORSAIR",""
"39,482","ALIMENTATORE ATX 750 WATT CORSAIR CP-9020061-EU Builder CXM 80+Bronze -Modulare - 3 anni g","87.98","16","0","1","ALIMENTATORI CORSAIR",""
"39,614","ALIMENTATORE ATX 750 WATT CORSAIR CP-9020078-EU Builder CS750M 80+Gold -Modulare - 3 anni","93.98","18","0","0","ALIMENTATORI CORSAIR",""
"39,486","ALIMENTATORE ATX 760 WATT CORSAIR CP-9020045-EU Platinum AX760 80+Platinum EPS12V-Modulare","159.98","3","0","0","ALIMENTATORI CORSAIR",""
"39,484","ALIMENTATORE ATX 850 WATT CORSAIR CP-9020056-EU Enthusiast RM850 80+Gold-Modulare","139.98","0","6","4","ALIMENTATORI CORSAIR",""
"394,704","ALIMENTATORE ATX 850 WATT CORSAIR CP-9020086-EU Builder CS850M 80+Gold -Modulare - 3 anni","122.98","5","0","0","ALIMENTATORI CORSAIR",""
